,Summary,Custom field (Story Points),Assignee_count,Reporter_count,Creator_count
1749,XYPlot density plot with log scale - bin size is not reflected correctly,6.0,0.21112372304199772,0.12545787545787546,0.12545787545787546
1750,Filter editor on a chart toolbar,4.0,0.21112372304199772,0.12545787545787546,0.12545787545787546
1751,Filtering from expanded mode cancels expanded mode,2.0,0.2383654937570942,0.12545787545787546,0.12545787545787546
1752,Tab panel issues,3.0,0.21112372304199772,0.12545787545787546,0.12545787545787546
1753,git-lfs.lsst.codes certificate is expired,1.0,0.13393870601589103,0.4065934065934066,0.4065934065934066
1754,"jointcalRunner passing tract to jointcal, which had tract removed from run()",4.0,0.5675368898978433,0.5009157509157509,0.5009157509157509
1755,Documenteer seeds Git revision date and branch name if not present in metadata.yaml,0.5,0.9125993189557321,0.6565934065934066,0.6538461538461539
1756,Write User Guide for new validate_drp metric/measurement API,4.2,0.9125993189557321,0.6565934065934066,0.6538461538461539
1757,Implement script to simulate AP workflow,10.0,0.4733257661748014,0.23809523809523808,0.23626373626373626
1758,"Please rename ""afterburners""",1.0,0.3348467650397276,1.0,1.0
1759,Yellow dot higlight fails to display the right data point in XY plot ,4.0,0.21112372304199772,0.10347985347985347,0.10256410256410256
1760,Investigate support of Generalized World Coordinate System(GWCS) in Firefly,8.0,0.24971623155505107,0.26282051282051283,0.2591575091575092
1761,Upgrade to new stack install procedure for containers,2.0,0.4177071509648127,0.3543956043956044,0.3543956043956044
1762,Apply distortion when searching for astrometric reference objects,1.0,0.07491486946651532,0.027472527472527472,0.027472527472527472
1763,Resurrect obs_file,8.0,0.38819523269012485,0.44047619047619047,0.4413919413919414
1764,star selector and PSF determiner are selecting stars that are not valid point sources,6.0,0.14982973893303064,0.20238095238095238,0.20238095238095238
1765,shared_stack.py failure due to missing mkl-service,0.25,0.7582292849035187,1.0,1.0
1766,HSC backport: Include PSF moments in the output tables,4.0,0.29284903518728717,0.2078754578754579,0.2078754578754579
1767,Image Viewer: Support circular selection,8.0,0.15664018161180476,0.12545787545787546,0.12545787545787546
1768,Create tutorial on the use of eups,10.0,0.0,0.008241758241758242,0.008241758241758242
1769,Create access policy for PDAC,4.0,0.2849035187287174,0.4468864468864469,0.4441391941391941
1770,Startup Scaffolding Machine Requirements - Base,2.0,0.19977298524404086,0.14652014652014653,0.14652014652014653
1771,Plan Base site machine startup pattern,2.0,0.19977298524404086,0.14652014652014653,0.14652014652014653
1772,Prep for and attend Kubernetes meeting,1.0,0.19977298524404086,0.14652014652014653,0.14652014652014653
1773,Download and install Kubernetes,4.0,0.19977298524404086,0.14652014652014653,0.14652014652014653
1774,Evaluation of Kubernetes for Startup Scaffolding,3.0,0.19977298524404086,0.14652014652014653,0.14652014652014653
1775,Set up proposed start up tools and procedure for NCSA L1 components,2.0,0.19977298524404086,0.14652014652014653,0.14652014652014653
1776,Final Startup Scaffolding document,2.0,0.19977298524404086,0.14652014652014653,0.14652014652014653
1777,First round of updates to DRP LDM-151 sections from reviews,4.0,0.8286038592508513,0.9807692307692307,0.9807692307692307
1778,Explore and experiment the process of creating a Jupyter widget,4.0,0.2383654937570942,0.4468864468864469,0.4441391941391941
1779,Integrate multiple-backgrounds concept into LDM-151,4.0,0.8286038592508513,0.9807692307692307,0.9807692307692307
1780,Add text to algorithmic components sections in LDM-151,8.0,0.8286038592508513,0.9807692307692307,0.9807692307692307
1781,Firefly has problem to render in other browsers than Chrome,1.0,0.24971623155505107,0.10347985347985347,0.10256410256410256
1782,Table problems,6.0,0.2383654937570942,0.10347985347985347,0.10256410256410256
1783,Image problems are grouped in this ticket,14.0,0.27809307604994327,0.10347985347985347,0.10256410256410256
1784,XY plot problems found,6.0,0.21112372304199772,0.10347985347985347,0.10256410256410256
1785,Message Dictionary Adjustment.,4.0,0.19977298524404086,0.14652014652014653,0.14652014652014653
1786,'ACK' (Acknowledgement) message formats,4.0,0.19977298524404086,0.14652014652014653,0.14652014652014653
1787,Adding ACK messages to existing code framework,4.0,0.19977298524404086,0.14652014652014653,0.14652014652014653
1788,Documentation for new message types,2.0,0.19977298524404086,0.14652014652014653,0.14652014652014653
1789,Messages as objects,2.0,0.19977298524404086,0.14652014652014653,0.14652014652014653
1790,Overlay health check code,8.0,0.19977298524404086,0.14652014652014653,0.14652014652014653
1791,Fault Injection in the form of unsuccessful health checks for components,4.0,0.19977298524404086,0.14652014652014653,0.14652014652014653
1792,Create policy for health check failure,4.0,0.19977298524404086,0.14652014652014653,0.14652014652014653
1793,Implement health failure policy,4.0,0.19977298524404086,0.14652014652014653,0.14652014652014653
1794,Make a proposal for API support for representation of relationships between table columns,3.0,0.2849035187287174,0.26282051282051283,0.2591575091575092
1795,Flesh out software primitives,4.0,0.38819523269012485,0.44047619047619047,0.4413919413919414
1796,Batch processing conops formatting: convert draft to reStructedText,1.0,0.4188422247446084,0.23443223443223443,0.21245421245421245
1797,create a shared stack on NFS for use with  the current local condor pool,1.0,0.7582292849035187,0.09065934065934066,0.09065934065934066
1798,Fixes to LoadIndexedReferenceObjects,2.0,1.0,0.022893772893772892,0.02197802197802198
1799,Add tests for bindings of Eigen::Array and ndarray::EigenView,1.0,0.0,0.9807692307692307,0.9807692307692307
1800,Qserv 2016_07 release,1.0,0.5743473325766175,0.9459706959706959,0.34798534798534797
1801,Fix Qserv install doc and scripts for new newinstall.sh,1.0,0.5743473325766175,0.9459706959706959,0.34798534798534797
1802,"Fix metadata date problem in LDM-{463,152,135}",0.5,0.5743473325766175,0.9459706959706959,0.34798534798534797
1803,Type of IngestIndexedReferenceTask_config wrong in obs_ paf files,1.0,1.0,0.8232600732600732,0.8232600732600732
1804,Document release milestone changes in DMTN-020,1.0,0.7582292849035187,1.0,1.0
1805,watch for Highcharts update ,1.0,0.24971623155505107,0.4468864468864469,0.4441391941391941
1806,verification and test of the Bayesian histogram calculation on server side,10.0,0.10556186152099886,0.4468864468864469,0.4441391941391941
1807,Update qserv for changes in Log interface,2.0,0.4733257661748014,0.23809523809523808,0.23626373626373626
1808,Firefly strategy response to RFC-193 (f17),20.0,0.24971623155505107,0.4468864468864469,0.4441391941391941
1809,Markers don't show up in PNG download,4.0,0.15664018161180476,0.2490842490842491,0.2490842490842491
1810,Add column setters for Flag types in catalogs,1.0,0.8286038592508513,0.9807692307692307,0.9807692307692307
1811,Fix oversampling settings in psfex,1.0,0.16572077185017026,0.027472527472527472,0.027472527472527472
1812,ci_hsc failure: AttributeError: 'Butler' object has no attribute 'repository',1.0,0.7582292849035187,1.0,1.0
1813,Suggest logging migration in daf_persistence and daf_butlerUtils,2.0,0.49375709421112374,0.43956043956043955,0.43864468864468864
1814,Suggest logging migration in afw,8.0,0.49375709421112374,0.43956043956043955,0.43864468864468864
1815,Suggest Tasks' logging migration in meas packages,5.0,0.49375709421112374,0.43956043956043955,0.43864468864468864
1816,Write up a description of Composite Datasets based on input from KT,2.0,0.337116912599319,0.26373626373626374,0.2619047619047619
1817,Review Composite Dataset requirements description document with stakeholders,2.0,0.337116912599319,0.26373626373626374,0.2619047619047619
1818,ctrl_events/tests/EventAppenderTest.py fails Jenkins run-rebuild,3.0,0.4733257661748014,0.43956043956043955,0.43864468864468864
1819,rename git repository qservdata to qserv_testdata,1.1,0.4177071509648127,0.3543956043956044,0.3543956043956044
1820,Improve testing in SQuaSH prototype,5.0,0.7298524404086265,0.5576923076923077,0.5576923076923077
1821,Add a script to summarize what visits are in what patches,5.0,0.49375709421112374,0.43956043956043955,0.43864468864468864
1822,Use Bokeh views entirely for dashboard ,10.0,0.7298524404086265,0.5576923076923077,0.5576923076923077
1823,produce a draft document of SUIT requirements,20.0,0.0170261066969353,0.4468864468864469,0.4441391941391941
1824,Problems with MemoryTest ordering,3.0,0.9897843359818388,1.0,1.0
1825,Use lsst::log in pipe_base and pipe_tasks,8.0,0.49375709421112374,0.43956043956043955,0.43864468864468864
1826,Rewrite xrootd-facing code,30.0,0.5743473325766175,0.9459706959706959,0.024725274725274724
1827,Remove pex_logging dependency on pipe_tasks,3.0,0.49375709421112374,0.43956043956043955,0.43864468864468864
1828,Gator / Image Vis issue,4.0,0.27809307604994327,0.2490842490842491,0.2490842490842491
1829,Match across filters -- Make color-color diagram,4.0,0.11577752553916004,0.09615384615384616,0.09615384615384616
1830,Add ellipticity measurement to validate_drp,4.0,0.11577752553916004,0.09615384615384616,0.09615384615384616
1831,List the code changes from job to job and link the package names with the corresponding git url ,20.0,0.7298524404086265,0.5576923076923077,0.5576923076923077
1832,Update squash to use bokeh 0.12.1,1.0,0.7298524404086265,0.5576923076923077,0.5576923076923077
1833,Investigate coverage of S13 databases found so far,4.0,0.2690124858115778,0.9459706959706959,0.34798534798534797
1834,Check boost.python building with Python 3,0.5,0.9897843359818388,0.7976190476190477,0.7994505494505495
1835,std::string construction from NULL pointer in ctrl_events,0.5,0.4188422247446084,0.23809523809523808,0.23626373626373626
1836,Builds should be optimised by default,0.5,0.16572077185017026,0.13278388278388278,0.13278388278388278
1837,Run DECam data through proccessCcd.py and imageDifference.py,2.0,0.4108967082860386,0.27014652014652013,0.27014652014652013
1838,assign initial responsibilities in LDM-151,2.0,0.38819523269012485,0.44047619047619047,0.4413919413919414
1839,CoverageWatcher.js performance improvements,16.0,0.24971623155505107,0.12545787545787546,0.12545787545787546
1840,Memory cache leak in firefly server,2.0,0.27809307604994327,0.2490842490842491,0.2490842490842491
1841,Analyze segmentation fault in EventAppenderTest,4.0,0.4188422247446084,0.23443223443223443,0.21245421245421245
1842,Big image not showing working message when the load,2.0,0.27809307604994327,0.2490842490842491,0.2490842490842491
1843,Firefly JavaScript API documentation to support Camera team,6.0,0.21112372304199772,0.12545787545787546,0.12545787545787546
1844,Firefly distribution build,2.0,0.2383654937570942,0.12545787545787546,0.12545787545787546
1845,Setup standalone Firefly build using IPAC github,3.0,0.2383654937570942,0.07692307692307693,0.07875457875457875
1846,Buildbot CI needs to save manifest file of failed build for later user debug,4.0,0.015891032917139614,0.015567765567765568,0.015567765567765568
1847,Update pex_exceptions to support Python 3,1.0,0.9897843359818388,0.7976190476190477,0.7994505494505495
1848,Package an experimental Firefly widget,4.0,0.094211123723042,0.0695970695970696,0.06868131868131869
1849,EUPS numpy package can't assume SCons python is relevant python,0.2,0.9897843359818388,0.7976190476190477,0.7994505494505495
1850,Add more features to JS9 Wrapper ,4.0,0.15096481271282633,0.09065934065934066,0.09065934065934066
1851,Investigate the option to use websockets used by jupyter to explore bi-directional communication ,3.0,0.15096481271282633,0.09065934065934066,0.09065934065934066
1852,Setup up a cluster with kubernetes,6.0,0.15096481271282633,0.09065934065934066,0.09065934065934066
1853,Region issues,1.0,0.15664018161180476,0.12545787545787546,0.12545787545787546
1854,Port daf_base to Python 3,0.5,0.9897843359818388,0.7976190476190477,0.7994505494505495
1855,Image Bugs noticed in the API testing,6.0,0.27809307604994327,0.2490842490842491,0.2490842490842491
1856,Use of HipChat for Buildbot CI failure notifications should be explored,1.0,0.18047673098751418,0.015567765567765568,0.015567765567765568
1857,Update xrootd from upstream,4.0,0.03859250851305335,0.9459706959706959,0.34798534798534797
1858,Assign initial responsibilities in LDM-151,2.0,0.7582292849035187,1.0,1.0
1859,Estimate resource requirements for Software Primitives,3.0,0.7582292849035187,1.0,1.0
1860,Estimate resource requirements for Software Primitives,3.0,0.8286038592508513,1.0,1.0
1861,Estimate resource requirements for Algorithmic Components,3.0,0.7582292849035187,1.0,1.0
1862,Estimate resource requirements for Algorithmic Components,3.0,0.8286038592508513,1.0,1.0
1863,Port pex_policy to Python 3,0.5,0.9897843359818388,0.7976190476190477,0.7994505494505495
1864,Check endianness in ndarray/numpy conversions,2.0,0.8286038592508513,0.9807692307692307,0.9807692307692307
1865,Setup JSDoc generation for the API portion of Firefly,10.0,0.10556186152099886,0.12545787545787546,0.12545787545787546
1866,Familiarization with Footprint redesign,5.0,0.3348467650397276,1.0,1.0
1867,Better review notification e-mails,2.0,0.18047673098751418,0.13278388278388278,0.13278388278388278
1868,Stars selected by starSelector change when number of cores varies,2.0,0.16572077185017026,0.13278388278388278,0.13278388278388278
1869,Update post-qa to submit new JSON from validate_drp measurement API,4.0,0.9125993189557321,0.6565934065934066,0.6538461538461539
1870,validate_base API refinement,13.5,0.9125993189557321,0.6565934065934066,0.6538461538461539
1871,Update SQuaSH database model and JSON API with concepts from validate_drp measurement API,5.0,0.7298524404086265,0.6565934065934066,0.6538461538461539
1872,Additional constraints on reference band selection for multiband,3.0,0.16572077185017026,0.13278388278388278,0.13278388278388278
1873,Support reduction of i2 observations,0.1,0.16572077185017026,0.13278388278388278,0.13278388278388278
1874,Prototype python cache for weak_ptr and weakref objects.,2.0,0.337116912599319,0.26373626373626374,0.2619047619047619
1875,Port pex_config to Python 3,1.0,0.9897843359818388,0.7976190476190477,0.7994505494505495
1876,validate_drp is failing because it's accessing butler internals that have changed,1.0,0.337116912599319,0.26373626373626374,0.2619047619047619
1877,Move patch/tract and config mapping definitions to daf_butlerUtils,4.0,0.14982973893303064,0.9807692307692307,0.9807692307692307
1878,"CSS keys are too fine-grain, consider merging them together (design)",10.0,0.5743473325766175,0.9459706959706959,0.5815018315018315
1879,LTD Keeper: Use Google Cloud Platform SQL,5.0,0.9125993189557321,0.6565934065934066,0.6538461538461539
1880,conda installation from the stack channel brings in astropy 1.2,2.0,0.13393870601589103,0.019230769230769232,0.019230769230769232
1881,Assemble a complete database with S13 DRP catalogs,16.0,0.2690124858115778,0.17765567765567766,0.17765567765567766
1882,Kick-off meeting,1.0,0.3348467650397276,1.0,1.0
1883,fix miscellaneous table issues,4.0,0.2383654937570942,0.07692307692307693,0.07875457875457875
1884,Wrap afw::table with pybind11,32.0,0.3337116912599319,1.0,1.0
1885,Complete afw port to pybind11,10.0,0.2054483541430193,1.0,1.0
1886,Generate useful plots of jointcal results (I),20.0,0.5675368898978433,0.5009157509157509,0.5009157509157509
1887,Plot sources/source density on WCS quiver plots,2.0,0.5675368898978433,0.5009157509157509,0.5009157509157509
1888,cleanup extra file names in docstring,1.0,0.5743473325766175,0.9459706959706959,0.5815018315018315
1889,Plot old/new jointcal WCS vs. tangent plane,4.0,0.5675368898978433,0.5009157509157509,0.5009157509157509
1890,"Plot ""real"" distortion by comparing with reference catalog",4.0,0.5675368898978433,0.5009157509157509,0.5009157509157509
1891,Support work related to PDAC effort,3.0,0.17480136208853575,0.09065934065934066,0.09065934065934066
1892,support work for testing shared stack in NFS,2.0,0.17480136208853575,0.09065934065934066,0.09065934065934066
1893,Extend functionality of experimental Jupyter widgets for Firefly,4.0,0.094211123723042,0.0695970695970696,0.06868131868131869
1894,Port pex_logging to Python 3,1.0,0.9897843359818388,0.7976190476190477,0.7994505494505495
1895,Break joincal's link to upstream lsst_france repo,0.5,0.5675368898978433,0.5009157509157509,0.5009157509157509
1896,Firefly API bugs 2,4.0,0.27809307604994327,0.2490842490842491,0.2490842490842491
1897,Port daf_persistence to Python 3,1.0,0.9897843359818388,0.7976190476190477,0.7994505494505495
1898,cleanup exception code in CSS,2.0,0.5743473325766175,0.9459706959706959,0.5815018315018315
1899,Move consts from top of Associations.cc into JointcalConfig,1.0,0.5675368898978433,0.5009157509157509,0.5009157509157509
1900,Fix Django admin interface ,1.0,0.7298524404086265,0.5576923076923077,0.5576923076923077
1901,"visit DRP team, June 2016",8.0,0.49375709421112374,0.43956043956043955,0.43864468864468864
1902,Install ESXi on lsst-dm-mac.lsst.org,7.0,0.13393870601589103,0.09706959706959707,0.09706959706959707
1903,Install Mac OS X Mountain Lion on ESXi,1.0,0.13393870601589103,0.09706959706959707,0.09706959706959707
1904,Install Mac OS X Yosemite on ESXi,2.0,0.13393870601589103,0.09706959706959707,0.09706959706959707
1905,Install Mac OS X El Capitan on ESXi,2.0,0.13393870601589103,0.09706959706959707,0.09706959706959707
1906,Install MacOS Sierra on ESXi,1.0,0.13393870601589103,0.09706959706959707,0.09706959706959707
1907,Firewall and SSH configuration on ESXi,2.0,0.13393870601589103,0.09706959706959707,0.09706959706959707
1908,Upgrade panopticon to ELK 5.0,6.0,0.13393870601589103,0.09706959706959707,0.09706959706959707
1909,IN2P3: Cloud-computing Platform / OpenStack,15.0,0.4177071509648127,0.3543956043956044,0.3543956043956044
1910,Doxygen isn't updating,0.5,0.5550510783200908,1.0,1.0
1911,Airflow,6.0,0.1452894438138479,0.07234432234432235,0.07142857142857142
1912,deploy django admin interface fix,0.75,0.5550510783200908,0.4065934065934066,0.4065934065934066
1913,Install MySQL and PostgreSQL servers on ccqserv124,1.0,0.4733257661748014,0.23809523809523808,0.23626373626373626
1914,Astropy views not available on Catalog subclasses,0.5,0.8286038592508513,0.9807692307692307,0.9807692307692307
1915,stack doc deployment should not depend on buildbot account,1.5,0.5550510783200908,0.4065934065934066,0.4065934065934066
1916,Image select panel not yet working correctly with coverage,4.0,0.15664018161180476,0.2490842490842491,0.2490842490842491
1917,Prepare a fedora64 openstack image which allow to easily build and test Qserv,5.0,0.4177071509648127,0.3543956043956044,0.3543956043956044
1918,"IrsaViewer catalog panel, labels and input fields moved as you type",2.0,0.2383654937570942,0.07692307692307693,0.07875457875457875
1919,F16 Qserv Release Mgmt,20.0,0.5743473325766175,0.9459706959706959,0.34798534798534797
1920,Remove unused inPlace argument from PropertyList,0.5,0.9897843359818388,0.7976190476190477,0.7994505494505495
1921,"Develop Sphinx configuration for Pipelines Documentation, including MVP HTML/CSS Template",4.3,0.9125993189557321,0.6565934065934066,0.6538461538461539
1922,Pilot Sphinx/Breath/Doxygen-generated API docs for daf_base,3.0,0.9125993189557321,0.6565934065934066,0.6538461538461539
1923,Draft Pipelines Documentation Implementation Plan technote,15.9,0.9125993189557321,0.6565934065934066,0.6538461538461539
1924,Add two more env variables from jenkins in the JSON gerenated by post_qa,0.5,0.7298524404086265,0.5576923076923077,0.5576923076923077
1925,Data Distribution Design v1,8.0,0.5743473325766175,0.9459706959706959,0.5815018315018315
1926,Reduce and comment client configuration file,1.0,0.4177071509648127,0.3543956043956044,0.3543956043956044
1927,Run DAX containers at NCSA,4.0,0.12145289443813848,0.9459706959706959,0.34798534798534797
1928,support PDAC Qserv deploy,8.0,0.4177071509648127,0.9459706959706959,0.34798534798534797
1929,Qserv 2016_08 release,1.0,0.5743473325766175,0.9459706959706959,0.34798534798534797
1930,PDAC Qserv Deploy,13.0,0.19182746878547105,0.9459706959706959,0.34798534798534797
1931,Deliver revised slides for Joint Status Review,6.0,0.7582292849035187,1.0,1.0
1932,Provide updated F16 DRP plan for PMCS ingest,4.0,0.7582292849035187,1.0,1.0
1933,remove install_name_tool hack from boost's eups.pkg.cfg.sh,0.1,0.7582292849035187,0.019230769230769232,0.019230769230769232
1934,Update python future package,0.1,0.9897843359818388,0.7976190476190477,0.7994505494505495
1935,Fix config regression,0.1,0.16572077185017026,0.13278388278388278,0.13278388278388278
1936,Fix /en/latest LSST the Docs redirects on Fastly,0.1,0.9125993189557321,0.6565934065934066,0.6538461538461539
1937,Improve query generation performance with sqlalchemy,4.0,0.4733257661748014,0.23809523809523808,0.23626373626373626
1938,Guard against assertion failure,0.5,0.16572077185017026,0.13278388278388278,0.13278388278388278
1939,Enable pybind11 wrapped functions with container arguments to accept any sequence type,4.0,0.2054483541430193,0.21428571428571427,0.21428571428571427
1940,Drawing layers dialog title is not updated with context image mission,2.0,0.15664018161180476,0.10347985347985347,0.10256410256410256
1941,"measureCoaddSources fails with ""RuntimeError: Unable to match sources""",1.0,0.16572077185017026,0.13278388278388278,0.13278388278388278
1942,revise the Firefly README file,1.0,0.24971623155505107,0.4468864468864469,0.4441391941391941
1943,Add reading of DiaSource/DiaForcedSource to prototype script,2.0,0.4733257661748014,0.23809523809523808,0.23626373626373626
1944,dm.lsst.org has outdated installation instructions,0.2,0.9125993189557321,1.0,1.0
1945,Backup ESXi Images on S3,1.0,0.13393870601589103,0.09706959706959707,0.09706959706959707
1946,initial design work for composite datasets,4.0,0.337116912599319,0.26373626373626374,0.2619047619047619
1947,Prepare documentation presentations for 2016 Project & Community Workshop,6.5,0.9125993189557321,0.6565934065934066,0.6538461538461539
1948,Boot Qserv cluster in Openstack for Igor Gaponenko,2.0,0.4177071509648127,0.3543956043956044,0.3543956043956044
1949,Understand mathematical formalism for warping in the stack,4.0,0.04767309875141884,1.0,1.0
1950,Develop mathematical formalism for propagating covariance in warping,4.0,0.04767309875141884,1.0,1.0
1951,Implement covariance propagation in warping,10.0,0.04767309875141884,1.0,1.0
1952,Use covariance propagation code to study covariance properties,10.0,0.04767309875141884,1.0,1.0
1953,Update pykg_config,0.1,0.9897843359818388,0.7976190476190477,0.7994505494505495
1954,singleFrameDriver is only running with a single process,0.5,0.16572077185017026,0.13278388278388278,0.13278388278388278
1955,failures in rebuild under lsstswBuild.sh may cause bogus log printing,2.5,0.5550510783200908,0.4065934065934066,0.4065934065934066
1956,Remove BasicTable and add client-side filtering.,6.0,0.2383654937570942,0.07692307692307693,0.07875457875457875
1957,utils raDecStr delimiters are untested and don't work,2.0,0.11577752553916004,0.7976190476190477,0.7994505494505495
1958,Port ndarray to Python 3,0.5,0.8286038592508513,0.7976190476190477,0.7994505494505495
1959,Move to Docker/Swarm 1.12,8.0,0.4177071509648127,0.3543956043956044,0.3543956043956044
1960,Firefly zoom buttons don't work ,2.0,0.024971623155505107,0.0173992673992674,0.0173992673992674
1961,Implement improved processes for timely reporting into JIRA,4.0,0.06583427922814983,0.8745421245421245,0.9010989010989011
1962,Level 1 ConOps preparation,2.0,0.15891032917139614,0.8745421245421245,0.9010989010989011
1963,lsstsw/bin/deploy can not recover from conda package failure,0.33333,0.5550510783200908,0.4065934065934066,0.4065934065934066
1964,Gap analysis iteration 1,3.0,0.15891032917139614,0.8745421245421245,0.9010989010989011
1965,Fix region bugs,4.0,0.15664018161180476,0.023809523809523808,0.023809523809523808
1966,"Futurize DictField, ConfigDictField",0.5,0.9897843359818388,0.13278388278388278,0.13278388278388278
1967,Add more support for FITS table display,6.0,0.2383654937570942,0.07692307692307693,0.07875457875457875
1968,Configure a default log for tests ,1.0,0.49375709421112374,0.43956043956043955,0.43864468864468864
1969,Port afw to Python 3,1.0,0.9897843359818388,0.7976190476190477,0.7994505494505495
1970,automate weekly release tags,10.0,0.5550510783200908,0.4065934065934066,0.4065934065934066
1971,the result is wrong after apply filter on catalog from image ,4.0,0.2383654937570942,0.4468864468864469,0.4441391941391941
1972,Linter errors in daf_persistence,1.0,0.337116912599319,0.7976190476190477,0.7994505494505495
1973,Test order in daf_persistence can cause some tests to skip,2.0,0.337116912599319,0.7976190476190477,0.7994505494505495
1974,F16 Butler Refactoring,10.0,0.337116912599319,0.9459706959706959,0.34798534798534797
1975,Create a Light-curve viewer prototype to display time dependent dataset and compute periodogram,8.0,0.0340522133938706,0.10347985347985347,0.10256410256410256
1976,Create UI component to handle the algorithm(s) input parameters to compute ‘periodogram’,4.0,0.0170261066969353,0.10347985347985347,0.10256410256410256
1977,Create UI component to handle the period input and submit button,6.0,0.0170261066969353,0.10347985347985347,0.10256410256410256
1978,Add new search that will compute the periodogram via external API,4.0,0.0340522133938706,0.10347985347985347,0.10256410256410256
1979,pex_config should not mandate print function,0.1,0.9897843359818388,0.7976190476190477,0.7994505494505495
1980,Create new search to get single exposure from LC table,6.0,0.0170261066969353,0.10347985347985347,0.10256410256410256
1981,Need a new search that will produce a new table called phase folded curve,6.0,0.024971623155505107,0.10347985347985347,0.10256410256410256
1982,Create a manager for the light curve template,6.0,0.2383654937570942,0.10347985347985347,0.10256410256410256
1983,Fix Qserv CI build w.r.t xrootd upgrade,2.0,0.4177071509648127,0.3543956043956044,0.3543956043956044
1984,port of ctrl_events to python 3,2.0,0.4188422247446084,0.23443223443223443,0.21245421245421245
1985,Implement Interface for SpanSets,3.0,0.3348467650397276,0.20238095238095238,0.20238095238095238
1986,Document interface for SpanSets class,5.0,0.3348467650397276,0.20238095238095238,0.20238095238095238
1987,Implement SpanSet overlap tests,3.0,0.3348467650397276,0.20238095238095238,0.20238095238095238
1988,Implement SpanSet Spatial Union,4.0,0.3348467650397276,0.20238095238095238,0.20238095238095238
1989,Implement SpanSet intersection/difference functionality,6.0,0.3348467650397276,0.20238095238095238,0.20238095238095238
1990,Create transition Footprints class using SpanSets,4.0,0.3348467650397276,0.20238095238095238,0.20238095238095238
1991,Create API for new Footprints class,5.0,0.3348467650397276,0.20238095238095238,0.20238095238095238
1992,Document interface for new Footprints class,8.0,0.3348467650397276,0.20238095238095238,0.20238095238095238
1993,Policy object yaml dump needs pretty formatting,3.0,0.337116912599319,0.26373626373626374,0.2619047619047619
1994,sconsUtils reads SConscript files in alphabetical order,1.0,0.8286038592508513,0.9807692307692307,0.9807692307692307
1995,Port HSC aperture correction fix,1.0,0.16572077185017026,0.13278388278388278,0.13278388278388278
1996,Discuss L1 database requirements (continuing),8.0,0.4733257661748014,0.23809523809523808,0.23626373626373626
1997,port of ctrl_orca to python 3,8.0,0.4188422247446084,0.23443223443223443,0.21245421245421245
1998,port of ctrl_stats to python 3,3.0,0.4188422247446084,0.23443223443223443,0.21245421245421245
1999,port of ctrl_execute to python 3,4.0,0.4188422247446084,0.23443223443223443,0.21245421245421245
2000,add python_future requirement to ctrl_events table,0.5,0.4188422247446084,0.23443223443223443,0.21245421245421245
2001,Allow log to accept unicode strings,0.1,0.9897843359818388,0.7976190476190477,0.7994505494505495
2002,Protobuf package will not install with modern EUPS,0.1,0.9897843359818388,0.7976190476190477,0.7994505494505495
2003,"Fix region bugs related to zoom selected region, add empty region layer and add/remove more regions",2.0,0.15664018161180476,0.023809523809523808,0.023809523809523808
2004,Draft Data Backbone Scenario: OpenStack Swift,4.0,0.2122587968217934,0.13003663003663005,0.13003663003663005
2005,replaced image of the coverage is gone after expand mode,2.0,0.27809307604994327,0.10347985347985347,0.10256410256410256
2006,catalog and other overlays disappeared in expand mode while using selection tool on image,0.25,0.24971623155505107,0.10347985347985347,0.10256410256410256
2007,"Suppress cc warnings about ""unused local typedefs""",0.05,0.06129398410896708,0.08516483516483517,0.08424908424908426
2008,Add a download feature to get the single exposure cutout from a LC,2.0,0.0340522133938706,0.10347985347985347,0.10256410256410256
2009,Make a design document explaining the light-curve core server-side functions,1.0,0.0340522133938706,0.10347985347985347,0.10256410256410256
2010,afwTable's .getX()/.getY() do not appear in dir(),2.0,0.20998864926220204,0.022893772893772892,0.02197802197802198
2011,Upgrade various external packages,20.0,0.015891032917139614,0.08516483516483517,0.08424908424908426
2012,Setting applyGains=True in BiasTask fails,2.0,0.06129398410896708,0.0018315018315018315,0.0018315018315018315
2013,Prepare results of pybind11 porting for discussion,10.0,0.2054483541430193,1.0,1.0
2014,"LDM-151 review meeting, 2016-08-08",2.0,0.8286038592508513,1.0,1.0
2015,"LDM-151 review meeting, 2016-08-08",2.0,0.34506242905788875,1.0,1.0
2016,"LDM-151 review meeting, 2016-08-08",2.0,0.7582292849035187,1.0,1.0
2017,"LDM-151 review meeting, 2016-08-08",2.0,0.06129398410896708,1.0,1.0
2018,Modify afw tests to support pytest,8.0,0.3337116912599319,0.7976190476190477,0.7994505494505495
2019,Minor fixes for issues flagged by Eclipse codan,0.5,0.5743473325766175,0.9459706959706959,0.34798534798534797
2020,Write tests for jointcal's photometry code,30.0,0.5675368898978433,0.5009157509157509,0.5009157509157509
2021,focal plane jointcal,20.0,0.40408626560726446,0.5009157509157509,0.5009157509157509
2022,Replace docker_spy by hostfile management,2.0,0.4177071509648127,0.3543956043956044,0.3543956043956044
2023,Add Swig macro for safe return-member-as-reference,1.0,0.0,0.9807692307692307,0.9807692307692307
2024,deploy squash bokeh driven views,3.0,0.5550510783200908,0.4065934065934066,0.4065934065934066
2025,Bug fixes in the new JS Firefly code (S17) ,60.0,0.24971623155505107,0.4468864468864469,0.4441391941391941
